watts,data
752.3867,2012-04-16 17:45:00
756.6092,2012-04-16 18:00:00
761.1452,2012-04-16 18:15:00
765.88654,2012-04-16 18:30:00
770.8658,2012-04-16 18:45:00
776.10156,2012-04-16 19:00:00
781.58484,2012-04-16 19:15:00
787.248,2012-04-16 19:30:00
793.27985,2012-04-16 19:45:00
799.80756,2012-04-16 20:00:00
806.94727,2012-04-16 20:15:00
814.84515,2012-04-16 20:30:00
823.57837,2012-04-16 20:45:00
833.12604,2012-04-16 21:00:00
843.3129,2012-04-16 21:15:00
854.52704,2012-04-16 21:30:00
867.16815,2012-04-16 21:45:00
880.9916,2012-04-16 22:00:00
896.0318,2012-04-16 22:15:00
913.0675,2012-04-16 22:30:00
932.7768,2012-04-16 22:45:00
955.2887,2012-04-16 23:00:00
980.97394,2012-04-16 23:15:00
1010.825,2012-04-16 23:30:00
1046.5211,2012-04-16 23:45:00
547.99493,2012-04-23 00:00:00
1382.3046,2012-04-23 00:15:00
1483.4939,2012-04-23 00:30:00
609.8392,2012-04-23 00:45:00
639.55096,2012-04-23 01:00:00
1074.8656,2012-04-23 01:15:00
1405.1964,2012-04-23 01:30:00
928.7158,2012-04-23 01:45:00
655.0981,2012-04-23 02:00:00
641.04486,2012-04-23 02:15:00
573.7706,2012-04-23 02:30:00
471.21823,2012-04-23 02:45:00
418.33362,2012-04-23 03:00:00
416.11887,2012-04-23 03:15:00
479.1559,2012-04-23 03:30:00
614.06476,2012-04-23 03:45:00
706.32623,2012-04-23 04:00:00
731.5278,2012-04-23 04:15:00
731.9099,2012-04-23 04:30:00
727.5761,2012-04-23 04:45:00
724.1599,2012-04-23 05:00:00
719.6172,2012-04-23 05:15:00
714.3873,2012-04-23 05:30:00
710.40625,2012-04-23 05:45:00
707.35754,2012-04-23 06:00:00
704.3589,2012-04-23 06:15:00
701.6973,2012-04-23 06:30:00
699.6672,2012-04-23 06:45:00
697.8086,2012-04-23 07:00:00
695.8608,2012-04-23 07:15:00
694.13654,2012-04-23 07:30:00
692.80286,2012-04-23 07:45:00
691.72784,2012-04-23 08:00:00
690.79425,2012-04-23 08:15:00
690.0957,2012-04-23 08:30:00
689.6148,2012-04-23 08:45:00
689.1748,2012-04-23 09:00:00
688.869,2012-04-23 09:15:00
688.70886,2012-04-23 09:30:00
688.6415,2012-04-23 09:45:00
688.5565,2012-04-23 10:00:00
688.63293,2012-04-23 10:15:00
688.85547,2012-04-23 10:30:00
689.2478,2012-04-23 10:45:00
689.8419,2012-04-23 11:00:00
690.4621,2012-04-23 11:15:00
691.2353,2012-04-23 11:30:00
692.2378,2012-04-23 11:45:00
693.37244,2012-04-23 12:00:00
694.5497,2012-04-23 12:15:00
695.7179,2012-04-23 12:30:00
697.14,2012-04-23 12:45:00
698.6706,2012-04-23 13:00:00
700.3277,2012-04-23 13:15:00
702.0506,2012-04-23 13:30:00
703.96405,2012-04-23 13:45:00
705.9444,2012-04-23 14:00:00
708.07733,2012-04-23 14:15:00
710.4505,2012-04-23 14:30:00
712.9749,2012-04-23 14:45:00
715.6268,2012-04-23 15:00:00
718.46326,2012-04-23 15:15:00
721.39966,2012-04-23 15:30:00
724.3708,2012-04-23 15:45:00
727.2735,2012-04-23 16:00:00
730.23834,2012-04-23 16:15:00
733.17285,2012-04-23 16:30:00
736.3056,2012-04-23 16:45:00
739.7919,2012-04-23 17:00:00
743.5282,2012-04-23 17:15:00
747.3009,2012-04-23 17:30:00
751.3325,2012-04-23 17:45:00
755.90906,2012-04-23 18:00:00
760.95917,2012-04-23 18:15:00
766.2843,2012-04-23 18:30:00
771.80554,2012-04-23 18:45:00
777.59106,2012-04-23 19:00:00
783.8739,2012-04-23 19:15:00
790.61743,2012-04-23 19:30:00
797.4725,2012-04-23 19:45:00
804.56946,2012-04-23 20:00:00
812.1453,2012-04-23 20:15:00
819.8271,2012-04-23 20:30:00
827.67346,2012-04-23 20:45:00
836.3953,2012-04-23 21:00:00
846.9731,2012-04-23 21:15:00
859.32495,2012-04-23 21:30:00
873.2966,2012-04-23 21:45:00
889.1545,2012-04-23 22:00:00
907.09894,2012-04-23 22:15:00
927.5797,2012-04-23 22:30:00
951.24255,2012-04-23 22:45:00
978.8128,2012-04-23 23:00:00
1011.3925,2012-04-23 23:15:00
1050.4509,2012-04-23 23:30:00
1097.9545,2012-04-23 23:45:00
582.77374,2012-04-30 00:00:00
1480.4001,2012-04-30 00:15:00
1894.2576,2012-04-30 00:30:00
1040.6898,2012-04-30 00:45:00
548.2839,2012-04-30 01:00:00
1078.6383,2012-04-30 01:15:00
1791.2579,2012-04-30 01:30:00
1485.382,2012-04-30 01:45:00
713.237,2012-04-30 02:00:00
657.72876,2012-04-30 02:15:00
708.1645,2012-04-30 02:30:00
619.6513,2012-04-30 02:45:00
551.116,2012-04-30 03:00:00
528.39935,2012-04-30 03:15:00
496.4056,2012-04-30 03:30:00
465.71182,2012-04-30 03:45:00
515.49243,2012-04-30 04:00:00
650.0091,2012-04-30 04:15:00
733.929,2012-04-30 04:30:00
753.7872,2012-04-30 04:45:00
757.30444,2012-04-30 05:00:00
754.9601,2012-04-30 05:15:00
748.85645,2012-04-30 05:30:00
742.6526,2012-04-30 05:45:00
737.68085,2012-04-30 06:00:00
732.60175,2012-04-30 06:15:00
727.51556,2012-04-30 06:30:00
723.3005,2012-04-30 06:45:00
719.75134,2012-04-30 07:00:00
716.57465,2012-04-30 07:15:00
714.00543,2012-04-30 07:30:00
712.05786,2012-04-30 07:45:00
710.36865,2012-04-30 08:00:00
708.8908,2012-04-30 08:15:00
707.7628,2012-04-30 08:30:00
706.8883,2012-04-30 08:45:00
706.18256,2012-04-30 09:00:00
705.76526,2012-04-30 09:15:00
705.6352,2012-04-30 09:30:00
705.6847,2012-04-30 09:45:00
705.8175,2012-04-30 10:00:00
706.04834,2012-04-30 10:15:00
706.38196,2012-04-30 10:30:00
706.8284,2012-04-30 10:45:00
707.38055,2012-04-30 11:00:00
708.0497,2012-04-30 11:15:00
708.79614,2012-04-30 11:30:00
709.5214,2012-04-30 11:45:00
710.1706,2012-04-30 12:00:00
710.8722,2012-04-30 12:15:00
711.80725,2012-04-30 12:30:00
712.8382,2012-04-30 12:45:00
713.9465,2012-04-30 13:00:00
715.2497,2012-04-30 13:15:00
716.6345,2012-04-30 13:30:00
718.0317,2012-04-30 13:45:00
719.54315,2012-04-30 14:00:00
721.2818,2012-04-30 14:15:00
723.1641,2012-04-30 14:30:00
725.1546,2012-04-30 14:45:00
727.1591,2012-04-30 15:00:00
729.3078,2012-04-30 15:15:00
731.5604,2012-04-30 15:30:00
733.9278,2012-04-30 15:45:00
736.557,2012-04-30 16:00:00
739.45074,2012-04-30 16:15:00
742.4782,2012-04-30 16:30:00
745.5208,2012-04-30 16:45:00
748.6867,2012-04-30 17:00:00
752.0183,2012-04-30 17:15:00
755.55835,2012-04-30 17:30:00
759.1982,2012-04-30 17:45:00
763.0949,2012-04-30 18:00:00
767.16327,2012-04-30 18:15:00
771.4864,2012-04-30 18:30:00
776.1481,2012-04-30 18:45:00
781.0621,2012-04-30 19:00:00
786.22125,2012-04-30 19:15:00
791.7362,2012-04-30 19:30:00
797.83234,2012-04-30 19:45:00
804.61707,2012-04-30 20:00:00
812.07947,2012-04-30 20:15:00
820.0372,2012-04-30 20:30:00
828.65454,2012-04-30 20:45:00
838.0688,2012-04-30 21:00:00
848.27026,2012-04-30 21:15:00
859.45886,2012-04-30 21:30:00
871.8981,2012-04-30 21:45:00
885.4547,2012-04-30 22:00:00
900.5846,2012-04-30 22:15:00
917.77155,2012-04-30 22:30:00
936.9092,2012-04-30 22:45:00
957.86365,2012-04-30 23:00:00
982.1916,2012-04-30 23:15:00
1011.4187,2012-04-30 23:30:00
1046.1874,2012-04-30 23:45:00
584.01465,2012-05-07 00:00:00
1608.8754,2012-05-07 00:15:00
2041.6243,2012-05-07 00:30:00
1251.5242,2012-05-07 00:45:00
649.35925,2012-05-07 01:00:00
1101.3235,2012-05-07 01:15:00
1852.6698,2012-05-07 01:30:00
1440.0762,2012-05-07 01:45:00
705.9362,2012-05-07 02:00:00
678.1715,2012-05-07 02:15:00
661.8116,2012-05-07 02:30:00
537.4535,2012-05-07 02:45:00
460.78577,2012-05-07 03:00:00
451.7824,2012-05-07 03:15:00
465.47925,2012-05-07 03:30:00
538.0168,2012-05-07 03:45:00
664.5886,2012-05-07 04:00:00
727.2056,2012-05-07 04:15:00
736.90924,2012-05-07 04:30:00
732.06696,2012-05-07 04:45:00
728.3269,2012-05-07 05:00:00
724.24304,2012-05-07 05:15:00
718.0876,2012-05-07 05:30:00
713.0146,2012-05-07 05:45:00
709.58984,2012-05-07 06:00:00
705.7781,2012-05-07 06:15:00
702.11005,2012-05-07 06:30:00
699.6918,2012-05-07 06:45:00
697.6794,2012-05-07 07:00:00
695.3487,2012-05-07 07:15:00
693.339,2012-05-07 07:30:00
691.724,2012-05-07 07:45:00
690.41345,2012-05-07 08:00:00
689.2231,2012-05-07 08:15:00
688.08734,2012-05-07 08:30:00
687.28644,2012-05-07 08:45:00
686.8809,2012-05-07 09:00:00
686.75287,2012-05-07 09:15:00
686.604,2012-05-07 09:30:00
686.54065,2012-05-07 09:45:00
686.5112,2012-05-07 10:00:00
686.3861,2012-05-07 10:15:00
685.93207,2012-05-07 10:30:00
686.05676,2012-05-07 10:45:00
686.69476,2012-05-07 11:00:00
687.4391,2012-05-07 11:15:00
688.31067,2012-05-07 11:30:00
689.5381,2012-05-07 11:45:00
690.95984,2012-05-07 12:00:00
692.45496,2012-05-07 12:15:00
694.1324,2012-05-07 12:30:00
695.86316,2012-05-07 12:45:00
697.569,2012-05-07 13:00:00
699.18024,2012-05-07 13:15:00
700.78656,2012-05-07 13:30:00
702.51666,2012-05-07 13:45:00
704.4201,2012-05-07 14:00:00
706.37195,2012-05-07 14:15:00
708.4461,2012-05-07 14:30:00
710.599,2012-05-07 14:45:00
712.614,2012-05-07 15:00:00
714.6803,2012-05-07 15:15:00
716.9723,2012-05-07 15:30:00
719.4576,2012-05-07 15:45:00
721.95917,2012-05-07 16:00:00
724.381,2012-05-07 16:15:00
726.73846,2012-05-07 16:30:00
729.0557,2012-05-07 16:45:00
731.71796,2012-05-07 17:00:00
734.2971,2012-05-07 17:15:00
737.133,2012-05-07 17:30:00
740.55884,2012-05-07 17:45:00
744.56116,2012-05-07 18:00:00
748.94293,2012-05-07 18:15:00
753.7328,2012-05-07 18:30:00
758.9366,2012-05-07 18:45:00
764.5324,2012-05-07 19:00:00
770.529,2012-05-07 19:15:00
776.91766,2012-05-07 19:30:00
783.68585,2012-05-07 19:45:00
790.70404,2012-05-07 20:00:00
797.88324,2012-05-07 20:15:00
805.44336,2012-05-07 20:30:00
813.7038,2012-05-07 20:45:00
822.7835,2012-05-07 21:00:00
832.67303,2012-05-07 21:15:00
843.52655,2012-05-07 21:30:00
855.5306,2012-05-07 21:45:00
868.79877,2012-05-07 22:00:00
883.45197,2012-05-07 22:15:00
899.64185,2012-05-07 22:30:00
917.7753,2012-05-07 22:45:00
938.4201,2012-05-07 23:00:00
961.8947,2012-05-07 23:15:00
988.7252,2012-05-07 23:30:00
1020.1469,2012-05-07 23:45:00
580.8182,2012-05-14 00:00:00
1565.6389,2012-05-14 00:15:00
1948.7903,2012-05-14 00:30:00
1041.3431,2012-05-14 00:45:00
667.47986,2012-05-14 01:00:00
1142.9049,2012-05-14 01:15:00
1718.1888,2012-05-14 01:30:00
1258.7401,2012-05-14 01:45:00
742.0936,2012-05-14 02:00:00
695.58636,2012-05-14 02:15:00
641.0528,2012-05-14 02:30:00
510.12973,2012-05-14 02:45:00
439.34357,2012-05-14 03:00:00
454.20004,2012-05-14 03:15:00
544.52466,2012-05-14 03:30:00
668.21295,2012-05-14 03:45:00
731.4624,2012-05-14 04:00:00
750.08746,2012-05-14 04:15:00
748.91046,2012-05-14 04:30:00
743.14154,2012-05-14 04:45:00
739.937,2012-05-14 05:00:00
736.25964,2012-05-14 05:15:00
730.88086,2012-05-14 05:30:00
726.39886,2012-05-14 05:45:00
723.09045,2012-05-14 06:00:00
719.45386,2012-05-14 06:15:00
715.8036,2012-05-14 06:30:00
712.9645,2012-05-14 06:45:00
710.7143,2012-05-14 07:00:00
708.67505,2012-05-14 07:15:00
706.95953,2012-05-14 07:30:00
705.61145,2012-05-14 07:45:00
704.2443,2012-05-14 08:00:00
702.9724,2012-05-14 08:15:00
701.69586,2012-05-14 08:30:00
700.4352,2012-05-14 08:45:00
699.2607,2012-05-14 09:00:00
698.4436,2012-05-14 09:15:00
698.09033,2012-05-14 09:30:00
698.1013,2012-05-14 09:45:00
698.3855,2012-05-14 10:00:00
698.9459,2012-05-14 10:15:00
699.66406,2012-05-14 10:30:00
700.45776,2012-05-14 10:45:00
701.3672,2012-05-14 11:00:00
702.3475,2012-05-14 11:15:00
703.40405,2012-05-14 11:30:00
704.5984,2012-05-14 11:45:00
705.88086,2012-05-14 12:00:00
707.137,2012-05-14 12:15:00
708.2686,2012-05-14 12:30:00
709.5056,2012-05-14 12:45:00
710.98083,2012-05-14 13:00:00
712.4828,2012-05-14 13:15:00
713.9343,2012-05-14 13:30:00
715.56793,2012-05-14 13:45:00
717.2793,2012-05-14 14:00:00
719.08844,2012-05-14 14:15:00
720.97034,2012-05-14 14:30:00
722.998,2012-05-14 14:45:00
725.1581,2012-05-14 15:00:00
727.27216,2012-05-14 15:15:00
729.4932,2012-05-14 15:30:00
732.0349,2012-05-14 15:45:00
734.8896,2012-05-14 16:00:00
737.94293,2012-05-14 16:15:00
741.2299,2012-05-14 16:30:00
744.7637,2012-05-14 16:45:00
748.4462,2012-05-14 17:00:00
752.18713,2012-05-14 17:15:00
756.0223,2012-05-14 17:30:00
760.0547,2012-05-14 17:45:00
764.21484,2012-05-14 18:00:00
768.6049,2012-05-14 18:15:00
773.4476,2012-05-14 18:30:00
778.5462,2012-05-14 18:45:00
783.9418,2012-05-14 19:00:00
789.85333,2012-05-14 19:15:00
796.19415,2012-05-14 19:30:00
802.8423,2012-05-14 19:45:00
809.94196,2012-05-14 20:00:00
817.67194,2012-05-14 20:15:00
825.8489,2012-05-14 20:30:00
834.4583,2012-05-14 20:45:00
843.7483,2012-05-14 21:00:00
853.7291,2012-05-14 21:15:00
864.64984,2012-05-14 21:30:00
876.8354,2012-05-14 21:45:00
890.4269,2012-05-14 22:00:00
905.53845,2012-05-14 22:15:00
922.1687,2012-05-14 22:30:00
941.17004,2012-05-14 22:45:00
963.5073,2012-05-14 23:00:00
989.24835,2012-05-14 23:15:00
1019.272,2012-05-14 23:30:00
1055.0868,2012-05-14 23:45:00
253.77757,2012-05-21 00:00:00
428.00903,2012-05-21 00:15:00
222.89908,2012-05-21 00:30:00
171.21887,2012-05-21 00:45:00
305.21304,2012-05-21 01:00:00
465.9639,2012-05-21 01:15:00
481.99515,2012-05-21 01:30:00
422.86765,2012-05-21 01:45:00
411.61157,2012-05-21 02:00:00
390.12204,2012-05-21 02:15:00
344.9404,2012-05-21 02:30:00
311.2469,2012-05-21 02:45:00
295.39664,2012-05-21 03:00:00
277.52756,2012-05-21 03:15:00
250.80644,2012-05-21 03:30:00
224.58707,2012-05-21 03:45:00
217.97676,2012-05-21 04:00:00
247.9898,2012-05-21 04:15:00
315.06808,2012-05-21 04:30:00
406.84268,2012-05-21 04:45:00
474.79886,2012-05-21 05:00:00
499.49075,2012-05-21 05:15:00
504.6121,2012-05-21 05:30:00
504.27032,2012-05-21 05:45:00
503.29767,2012-05-21 06:00:00
502.75125,2012-05-21 06:15:00
503.01843,2012-05-21 06:30:00
503.95126,2012-05-21 06:45:00
505.17184,2012-05-21 07:00:00
506.55576,2012-05-21 07:15:00
508.18307,2012-05-21 07:30:00
509.912,2012-05-21 07:45:00
511.56616,2012-05-21 08:00:00
513.3458,2012-05-21 08:15:00
515.2099,2012-05-21 08:30:00
517.1585,2012-05-21 08:45:00
519.21344,2012-05-21 09:00:00
521.3619,2012-05-21 09:15:00
523.64105,2012-05-21 09:30:00
526.031,2012-05-21 09:45:00
528.4205,2012-05-21 10:00:00
530.8146,2012-05-21 10:15:00
533.2856,2012-05-21 10:30:00
535.8568,2012-05-21 10:45:00
538.4961,2012-05-21 11:00:00
541.14307,2012-05-21 11:15:00
543.8112,2012-05-21 11:30:00
546.4454,2012-05-21 11:45:00
549.11646,2012-05-21 12:00:00
551.8775,2012-05-21 12:15:00
554.5547,2012-05-21 12:30:00
557.358,2012-05-21 12:45:00
560.29486,2012-05-21 13:00:00
563.1524,2012-05-21 13:15:00
565.9622,2012-05-21 13:30:00
569.0531,2012-05-21 13:45:00
572.3783,2012-05-21 14:00:00
575.579,2012-05-21 14:15:00
578.8887,2012-05-21 14:30:00
582.5548,2012-05-21 14:45:00
586.37604,2012-05-21 15:00:00
590.1271,2012-05-21 15:15:00
594.02435,2012-05-21 15:30:00
598.1618,2012-05-21 15:45:00
602.3545,2012-05-21 16:00:00
606.5947,2012-05-21 16:15:00
611.052,2012-05-21 16:30:00
615.5911,2012-05-21 16:45:00
620.2016,2012-05-21 17:00:00
624.9053,2012-05-21 17:15:00
629.83984,2012-05-21 17:30:00
634.86725,2012-05-21 17:45:00
640.1229,2012-05-21 18:00:00
645.8222,2012-05-21 18:15:00
651.85254,2012-05-21 18:30:00
658.1764,2012-05-21 18:45:00
664.9554,2012-05-21 19:00:00
672.2487,2012-05-21 19:15:00
679.9451,2012-05-21 19:30:00
688.0339,2012-05-21 19:45:00
696.681,2012-05-21 20:00:00
706.10425,2012-05-21 20:15:00
716.4997,2012-05-21 20:30:00
728.1522,2012-05-21 20:45:00
741.49994,2012-05-21 21:00:00
756.81433,2012-05-21 21:15:00
774.583,2012-05-21 21:30:00
795.58826,2012-05-21 21:45:00
820.758,2012-05-21 22:00:00
851.35425,2012-05-21 22:15:00
889.1511,2012-05-21 22:30:00
936.4748,2012-05-21 22:45:00
995.9005,2012-05-21 23:00:00
1069.0985,2012-05-21 23:15:00
1156.2985,2012-05-21 23:30:00
1254.3334,2012-05-21 23:45:00
333.6822,2012-05-28 00:00:00
566.1024,2012-05-28 00:15:00
317.7158,2012-05-28 00:30:00
209.89017,2012-05-28 00:45:00
278.87967,2012-05-28 01:00:00
484.6213,2012-05-28 01:15:00
611.62946,2012-05-28 01:30:00
566.791,2012-05-28 01:45:00
570.276,2012-05-28 02:00:00
557.1023,2012-05-28 02:15:00
527.9444,2012-05-28 02:30:00
490.93234,2012-05-28 02:45:00
454.08682,2012-05-28 03:00:00
408.16846,2012-05-28 03:15:00
356.47128,2012-05-28 03:30:00
314.65442,2012-05-28 03:45:00
277.75705,2012-05-28 04:00:00
243.3129,2012-05-28 04:15:00
247.45276,2012-05-28 04:30:00
316.6596,2012-05-28 04:45:00
428.94907,2012-05-28 05:00:00
511.56415,2012-05-28 05:15:00
538.86017,2012-05-28 05:30:00
545.7963,2012-05-28 05:45:00
546.6681,2012-05-28 06:00:00
545.68756,2012-05-28 06:15:00
545.2277,2012-05-28 06:30:00
545.45764,2012-05-28 06:45:00
545.93585,2012-05-28 07:00:00
546.6714,2012-05-28 07:15:00
547.5839,2012-05-28 07:30:00
548.71295,2012-05-28 07:45:00
550.01215,2012-05-28 08:00:00
551.42224,2012-05-28 08:15:00
552.82794,2012-05-28 08:30:00
554.37115,2012-05-28 08:45:00
556.0862,2012-05-28 09:00:00
557.6908,2012-05-28 09:15:00
559.33624,2012-05-28 09:30:00
561.1499,2012-05-28 09:45:00
562.98517,2012-05-28 10:00:00
564.82355,2012-05-28 10:15:00
566.81213,2012-05-28 10:30:00
568.75946,2012-05-28 10:45:00
570.7003,2012-05-28 11:00:00
572.87006,2012-05-28 11:15:00
575.1818,2012-05-28 11:30:00
577.5189,2012-05-28 11:45:00
579.8936,2012-05-28 12:00:00
582.19366,2012-05-28 12:15:00
584.67346,2012-05-28 12:30:00
587.2669,2012-05-28 12:45:00
589.8452,2012-05-28 13:00:00
592.5068,2012-05-28 13:15:00
595.12225,2012-05-28 13:30:00
597.9377,2012-05-28 13:45:00
601.0417,2012-05-28 14:00:00
604.265,2012-05-28 14:15:00
607.4646,2012-05-28 14:30:00
610.81866,2012-05-28 14:45:00
614.3155,2012-05-28 15:00:00
617.89197,2012-05-28 15:15:00
621.5695,2012-05-28 15:30:00
625.2223,2012-05-28 15:45:00
629.05664,2012-05-28 16:00:00
633.1183,2012-05-28 16:15:00
637.27997,2012-05-28 16:30:00
641.4918,2012-05-28 16:45:00
645.81244,2012-05-28 17:00:00
650.37146,2012-05-28 17:15:00
655.234,2012-05-28 17:30:00
660.3412,2012-05-28 17:45:00
665.4748,2012-05-28 18:00:00
670.9667,2012-05-28 18:15:00
676.9703,2012-05-28 18:30:00
683.09766,2012-05-28 18:45:00
689.48956,2012-05-28 19:00:00
696.51715,2012-05-28 19:15:00
704.2446,2012-05-28 19:30:00
712.25366,2012-05-28 19:45:00
721.12524,2012-05-28 20:00:00
731.3413,2012-05-28 20:15:00
742.7308,2012-05-28 20:30:00
755.3701,2012-05-28 20:45:00
769.7493,2012-05-28 21:00:00
786.2918,2012-05-28 21:15:00
805.32184,2012-05-28 21:30:00
827.4107,2012-05-28 21:45:00
853.7291,2012-05-28 22:00:00
885.8381,2012-05-28 22:15:00
925.3374,2012-05-28 22:30:00
974.37634,2012-05-28 22:45:00
1035.6796,2012-05-28 23:00:00
1111.4302,2012-05-28 23:15:00
1201.5795,2012-05-28 23:30:00
1302.5524,2012-05-28 23:45:00
217.41219,2012-06-04 00:00:00
346.8555,2012-06-04 00:15:00
182.16151,2012-06-04 00:30:00
148.52252,2012-06-04 00:45:00
213.18477,2012-06-04 01:00:00
326.58002,2012-06-04 01:15:00
426.48383,2012-06-04 01:30:00
440.38196,2012-06-04 01:45:00
433.08304,2012-06-04 02:00:00
429.13577,2012-06-04 02:15:00
407.52795,2012-06-04 02:30:00
371.48843,2012-06-04 02:45:00
339.37143,2012-06-04 03:00:00
316.91583,2012-06-04 03:15:00
298.9469,2012-06-04 03:30:00
281.70526,2012-06-04 03:45:00
263.88684,2012-06-04 04:00:00
243.85876,2012-06-04 04:15:00
222.55397,2012-06-04 04:30:00
209.58502,2012-06-04 04:45:00
221.58572,2012-06-04 05:00:00
265.7736,2012-06-04 05:15:00
338.43207,2012-06-04 05:30:00
418.5826,2012-06-04 05:45:00
466.37918,2012-06-04 06:00:00
483.57513,2012-06-04 06:15:00
488.08698,2012-06-04 06:30:00
489.00803,2012-06-04 06:45:00
489.2073,2012-06-04 07:00:00
489.31183,2012-06-04 07:15:00
489.64117,2012-06-04 07:30:00
490.09537,2012-06-04 07:45:00
490.60138,2012-06-04 08:00:00
491.35803,2012-06-04 08:15:00
492.23993,2012-06-04 08:30:00
493.14563,2012-06-04 08:45:00
494.0624,2012-06-04 09:00:00
495.16656,2012-06-04 09:15:00
496.40613,2012-06-04 09:30:00
497.7569,2012-06-04 09:45:00
499.18494,2012-06-04 10:00:00
500.79114,2012-06-04 10:15:00
502.2424,2012-06-04 10:30:00
503.99765,2012-06-04 10:45:00
506.07486,2012-06-04 11:00:00
508.56268,2012-06-04 11:15:00
511.3789,2012-06-04 11:30:00
514.2292,2012-06-04 11:45:00
517.14984,2012-06-04 12:00:00
520.2291,2012-06-04 12:15:00
523.38293,2012-06-04 12:30:00
526.5773,2012-06-04 12:45:00
529.885,2012-06-04 13:00:00
533.2667,2012-06-04 13:15:00
536.52563,2012-06-04 13:30:00
539.9427,2012-06-04 13:45:00
543.66486,2012-06-04 14:00:00
547.201,2012-06-04 14:15:00
550.715,2012-06-04 14:30:00
554.4793,2012-06-04 14:45:00
558.42896,2012-06-04 15:00:00
562.4758,2012-06-04 15:15:00
566.56647,2012-06-04 15:30:00
570.8113,2012-06-04 15:45:00
575.27966,2012-06-04 16:00:00
579.84766,2012-06-04 16:15:00
584.4479,2012-06-04 16:30:00
589.0602,2012-06-04 16:45:00
593.7271,2012-06-04 17:00:00
598.497,2012-06-04 17:15:00
603.2858,2012-06-04 17:30:00
608.0776,2012-06-04 17:45:00
613.01935,2012-06-04 18:00:00
618.1275,2012-06-04 18:15:00
623.3521,2012-06-04 18:30:00
628.9451,2012-06-04 18:45:00
635.1621,2012-06-04 19:00:00
641.73474,2012-06-04 19:15:00
648.4585,2012-06-04 19:30:00
655.697,2012-06-04 19:45:00
663.7996,2012-06-04 20:00:00
672.7779,2012-06-04 20:15:00
682.61127,2012-06-04 20:30:00
693.3703,2012-06-04 20:45:00
705.2572,2012-06-04 21:00:00
718.3784,2012-06-04 21:15:00
732.97107,2012-06-04 21:30:00
749.808,2012-06-04 21:45:00
769.8672,2012-06-04 22:00:00
793.9055,2012-06-04 22:15:00
823.26697,2012-06-04 22:30:00
860.1468,2012-06-04 22:45:00
907.16,2012-06-04 23:00:00
967.1075,2012-06-04 23:15:00
1042.797,2012-06-04 23:30:00
1135.5326,2012-06-04 23:45:00
191.91592,2012-06-11 00:00:00
248.12668,2012-06-11 00:15:00
284.14496,2012-06-11 00:30:00
342.09543,2012-06-11 00:45:00
324.8288,2012-06-11 01:00:00
293.09753,2012-06-11 01:15:00
297.6905,2012-06-11 01:30:00
304.49167,2012-06-11 01:45:00
292.75803,2012-06-11 02:00:00
