watts,data
1081.514,2012-05-21 00:45:00
1025.8937,2012-05-21 01:00:00
1072.1382,2012-05-21 01:15:00
494.08655,2012-05-21 01:30:00
145.19385,2012-05-21 01:45:00
141.33672,2012-05-21 02:00:00
266.49283,2012-05-21 02:15:00
269.99863,2012-05-21 02:30:00
459.76242,2012-05-21 02:45:00
726.61957,2012-05-21 03:00:00
1329.7233,2012-05-21 03:15:00
1609.5175,2012-05-21 03:30:00
1775.2982,2012-05-21 03:45:00
1735.6884,2012-05-21 04:00:00
1517.1696,2012-05-21 04:15:00
1576.8369,2012-05-21 04:30:00
1255.8153,2012-05-21 04:45:00
1269.2222,2012-05-21 05:00:00
1568.1838,2012-05-21 05:15:00
1049.4288,2012-05-21 05:30:00
1417.9552,2012-05-21 05:45:00
1273.2723,2012-05-21 06:00:00
786.11865,2012-05-21 06:15:00
1162.4487,2012-05-21 06:30:00
972.972,2012-05-21 06:45:00
1528.6987,2012-05-21 07:00:00
916.9382,2012-05-21 07:15:00
401.0336,2012-05-21 07:30:00
596.3047,2012-05-21 07:45:00
633.30725,2012-05-21 08:00:00
186.2234,2012-05-21 08:15:00
197.88795,2012-05-21 08:30:00
990.8509,2012-05-21 08:45:00
1401.942,2012-05-21 09:00:00
805.1259,2012-05-21 09:15:00
854.6786,2012-05-21 09:30:00
377.02643,2012-05-21 09:45:00
782.04126,2012-05-21 10:00:00
1074.274,2012-05-21 10:15:00
806.47394,2012-05-21 10:30:00
718.43066,2012-05-21 10:45:00
1094.5862,2012-05-21 11:00:00
1375.7711,2012-05-21 11:15:00
1075.388,2012-05-21 11:30:00
703.8163,2012-05-21 11:45:00
770.0364,2012-05-21 12:00:00
661.0944,2012-05-21 12:15:00
908.6971,2012-05-21 12:30:00
1232.0723,2012-05-21 12:45:00
706.29504,2012-05-21 13:00:00
1201.475,2012-05-21 13:15:00
1154.1853,2012-05-21 13:30:00
1512.765,2012-05-21 13:45:00
1118.0662,2012-05-21 14:00:00
935.15027,2012-05-21 14:15:00
630.4749,2012-05-21 14:30:00
294.15192,2012-05-21 14:45:00
653.6679,2012-05-21 15:00:00
675.62384,2012-05-21 15:15:00
647.70575,2012-05-21 15:30:00
573.1565,2012-05-21 15:45:00
648.25116,2012-05-21 16:00:00
694.5092,2012-05-21 16:15:00
598.1819,2012-05-21 16:30:00
786.23834,2012-05-21 16:45:00
573.8461,2012-05-21 17:00:00
398.4551,2012-05-21 17:15:00
978.2822,2012-05-21 17:30:00
655.99817,2012-05-21 17:45:00
1168.1053,2012-05-21 18:00:00
871.53265,2012-05-21 18:15:00
760.10736,2012-05-21 18:30:00
843.44507,2012-05-21 18:45:00
677.817,2012-05-21 19:00:00
791.53503,2012-05-21 19:15:00
728.3057,2012-05-21 19:30:00
617.3589,2012-05-21 19:45:00
592.85187,2012-05-21 20:00:00
406.75195,2012-05-21 20:15:00
848.401,2012-05-21 20:30:00
745.6675,2012-05-21 20:45:00
529.3148,2012-05-21 21:00:00
582.6372,2012-05-21 21:15:00
686.3351,2012-05-21 21:30:00
728.21063,2012-05-21 21:45:00
629.2377,2012-05-21 22:00:00
897.27374,2012-05-21 22:15:00
942.05493,2012-05-21 22:30:00
695.55444,2012-05-21 22:45:00
775.72235,2012-05-21 23:00:00
720.2365,2012-05-21 23:15:00
1137.6814,2012-05-21 23:30:00
660.29803,2012-05-21 23:45:00
234.4582,2012-05-28 00:00:00
914.22675,2012-05-28 00:15:00
672.1392,2012-05-28 00:30:00
694.49805,2012-05-28 00:45:00
783.70624,2012-05-28 01:00:00
836.1449,2012-05-28 01:15:00
850.358,2012-05-28 01:30:00
1321.359,2012-05-28 01:45:00
846.1295,2012-05-28 02:00:00
361.9624,2012-05-28 02:15:00
1145.8921,2012-05-28 02:30:00
938.33386,2012-05-28 02:45:00
659.04376,2012-05-28 03:00:00
497.03815,2012-05-28 03:15:00
1328.0023,2012-05-28 03:30:00
1561.3864,2012-05-28 03:45:00
1821.752,2012-05-28 04:00:00
1398.7982,2012-05-28 04:15:00
839.547,2012-05-28 04:30:00
1159.9336,2012-05-28 04:45:00
1720.6028,2012-05-28 05:00:00
927.9234,2012-05-28 05:15:00
850.49945,2012-05-28 05:30:00
333.48294,2012-05-28 05:45:00
1176.5525,2012-05-28 06:00:00
656.86597,2012-05-28 06:15:00
1052.5419,2012-05-28 06:30:00
646.84216,2012-05-28 06:45:00
386.6057,2012-05-28 07:00:00
1170.3862,2012-05-28 07:15:00
1193.2367,2012-05-28 07:30:00
708.90155,2012-05-28 07:45:00
123.72119,2012-05-28 08:00:00
449.05356,2012-05-28 08:15:00
474.96393,2012-05-28 08:30:00
514.5198,2012-05-28 08:45:00
294.61276,2012-05-28 09:00:00
939.14825,2012-05-28 09:15:00
474.71213,2012-05-28 09:30:00
636.0128,2012-05-28 09:45:00
919.65875,2012-05-28 10:00:00
1096.3992,2012-05-28 10:15:00
1320.391,2012-05-28 10:30:00
987.7648,2012-05-28 10:45:00
988.0192,2012-05-28 11:00:00
1300.9722,2012-05-28 11:15:00
1011.97144,2012-05-28 11:30:00
863.04095,2012-05-28 11:45:00
536.8082,2012-05-28 12:00:00
892.1771,2012-05-28 12:15:00
1067.5803,2012-05-28 12:30:00
1117.434,2012-05-28 12:45:00
1066.7292,2012-05-28 13:00:00
1276.1508,2012-05-28 13:15:00
1423.5896,2012-05-28 13:30:00
867.1993,2012-05-28 13:45:00
357.20813,2012-05-28 14:00:00
478.16837,2012-05-28 14:15:00
878.3338,2012-05-28 14:30:00
1861.5276,2012-05-28 14:45:00
627.52875,2012-05-28 15:00:00
854.12115,2012-05-28 15:15:00
816.2087,2012-05-28 15:30:00
1234.1316,2012-05-28 15:45:00
1120.2183,2012-05-28 16:00:00
1154.7766,2012-05-28 16:15:00
520.477,2012-05-28 16:30:00
400.0797,2012-05-28 16:45:00
426.81467,2012-05-28 17:00:00
745.00195,2012-05-28 17:15:00
694.58636,2012-05-28 17:30:00
575.1334,2012-05-28 17:45:00
942.9529,2012-05-28 18:00:00
793.10864,2012-05-28 18:15:00
726.3492,2012-05-28 18:30:00
707.6103,2012-05-28 18:45:00
731.753,2012-05-28 19:00:00
334.22437,2012-05-28 19:15:00
944.7983,2012-05-28 19:30:00
665.76154,2012-05-28 19:45:00
593.4604,2012-05-28 20:00:00
881.88196,2012-05-28 20:15:00
827.3852,2012-05-28 20:30:00
812.2203,2012-05-28 20:45:00
756.7844,2012-05-28 21:00:00
825.3777,2012-05-28 21:15:00
946.91614,2012-05-28 21:30:00
1011.3147,2012-05-28 21:45:00
757.7629,2012-05-28 22:00:00
762.5805,2012-05-28 22:15:00
745.8057,2012-05-28 22:30:00
172.95546,2012-05-28 22:45:00
850.2902,2012-05-28 23:00:00
1937.123,2012-05-28 23:15:00
1869.0922,2012-05-28 23:30:00
1444.9723,2012-05-28 23:45:00
1554.1904,2012-06-04 00:00:00
1380.4126,2012-06-04 00:15:00
1100.6049,2012-06-04 00:30:00
836.3837,2012-06-04 00:45:00
383.0757,2012-06-04 01:00:00
924.9644,2012-06-04 01:15:00
576.6647,2012-06-04 01:30:00
636.1767,2012-06-04 01:45:00
543.02405,2012-06-04 02:00:00
275.36584,2012-06-04 02:15:00
336.03442,2012-06-04 02:30:00
504.05075,2012-06-04 02:45:00
186.61331,2012-06-04 03:00:00
85.94242,2012-06-04 03:15:00
494.43848,2012-06-04 03:30:00
960.78424,2012-06-04 03:45:00
483.54678,2012-06-04 04:00:00
657.8628,2012-06-04 04:15:00
958.27527,2012-06-04 04:30:00
789.19135,2012-06-04 04:45:00
637.3972,2012-06-04 05:00:00
1028.3959,2012-06-04 05:15:00
670.49164,2012-06-04 05:30:00
1239.6265,2012-06-04 05:45:00
427.69702,2012-06-04 06:00:00
666.71484,2012-06-04 06:15:00
53.544266,2012-06-04 06:30:00
396.1824,2012-06-04 06:45:00
1073.7557,2012-06-04 07:00:00
521.9335,2012-06-04 07:15:00
1446.4016,2012-06-04 07:30:00
1130.4565,2012-06-04 07:45:00
1333.3691,2012-06-04 08:00:00
556.8146,2012-06-04 08:15:00
810.4424,2012-06-04 08:30:00
89.55195,2012-06-04 08:45:00
424.56555,2012-06-04 09:00:00
953.96466,2012-06-04 09:15:00
778.3758,2012-06-04 09:30:00
401.41293,2012-06-04 09:45:00
747.8698,2012-06-04 10:00:00
1045.0579,2012-06-04 10:15:00
971.49567,2012-06-04 10:30:00
1130.3032,2012-06-04 10:45:00
1283.5295,2012-06-04 11:00:00
1201.2771,2012-06-04 11:15:00
558.1294,2012-06-04 11:30:00
698.92175,2012-06-04 11:45:00
840.3496,2012-06-04 12:00:00
1385.2762,2012-06-04 12:15:00
1238.8737,2012-06-04 12:30:00
1137.4573,2012-06-04 12:45:00
1556.0139,2012-06-04 13:00:00
1717.7073,2012-06-04 13:15:00
1275.2386,2012-06-04 13:30:00
350.28226,2012-06-04 13:45:00
1002.74347,2012-06-04 14:00:00
571.593,2012-06-04 14:15:00
1634.784,2012-06-04 14:30:00
425.35715,2012-06-04 14:45:00
816.05585,2012-06-04 15:00:00
1276.1268,2012-06-04 15:15:00
1193.4838,2012-06-04 15:30:00
1482.359,2012-06-04 15:45:00
211.46608,2012-06-04 16:00:00
704.1724,2012-06-04 16:15:00
584.3478,2012-06-04 16:30:00
1569.7153,2012-06-04 16:45:00
315.57462,2012-06-04 17:00:00
511.782,2012-06-04 17:15:00
683.1898,2012-06-04 17:30:00
788.78827,2012-06-04 17:45:00
729.063,2012-06-04 18:00:00
964.5858,2012-06-04 18:15:00
910.08887,2012-06-04 18:30:00
1094.3037,2012-06-04 18:45:00
936.3354,2012-06-04 19:00:00
761.1619,2012-06-04 19:15:00
289.77655,2012-06-04 19:30:00
375.72977,2012-06-04 19:45:00
1194.4832,2012-06-04 20:00:00
568.2715,2012-06-04 20:15:00
1980.1614,2012-06-04 20:30:00
1092.868,2012-06-04 20:45:00
1491.9083,2012-06-04 21:00:00
1466.8495,2012-06-04 21:15:00
437.18738,2012-06-04 21:30:00
379.78717,2012-06-04 21:45:00
129.00786,2012-06-04 22:00:00
1204.3943,2012-06-04 22:15:00
449.36133,2012-06-04 22:30:00
1193.084,2012-06-04 22:45:00
558.88086,2012-06-04 23:00:00
870.3637,2012-06-04 23:15:00
626.28986,2012-06-04 23:30:00
347.39,2012-06-04 23:45:00
698.8616,2012-06-11 00:00:00
596.0559,2012-06-11 00:15:00
1151.6776,2012-06-11 00:30:00
975.385,2012-06-11 00:45:00
753.35297,2012-06-11 01:00:00
400.61972,2012-06-11 01:15:00
299.44678,2012-06-11 01:30:00
893.21893,2012-06-11 01:45:00
445.45584,2012-06-11 02:00:00
1039.235,2012-06-11 02:15:00
1334.3478,2012-06-11 02:30:00
531.27295,2012-06-11 02:45:00
810.12463,2012-06-11 03:00:00
617.96643,2012-06-11 03:15:00
680.61633,2012-06-11 03:30:00
285.31448,2012-06-11 03:45:00
915.16425,2012-06-11 04:00:00
1029.5947,2012-06-11 04:15:00
1094.5774,2012-06-11 04:30:00
334.65787,2012-06-11 04:45:00
343.3552,2012-06-11 05:00:00
1051.7332,2012-06-11 05:15:00
453.4821,2012-06-11 05:30:00
617.8183,2012-06-11 05:45:00
581.7955,2012-06-11 06:00:00
613.07367,2012-06-11 06:15:00
754.4062,2012-06-11 06:30:00
1482.089,2012-06-11 06:45:00
699.0634,2012-06-11 07:00:00
855.1954,2012-06-11 07:15:00
807.1634,2012-06-11 07:30:00
457.44833,2012-06-11 07:45:00
486.8709,2012-06-11 08:00:00
761.5267,2012-06-11 08:15:00
457.9068,2012-06-11 08:30:00
538.85315,2012-06-11 08:45:00
1219.6901,2012-06-11 09:00:00
996.37604,2012-06-11 09:15:00
349.12692,2012-06-11 09:30:00
530.75934,2012-06-11 09:45:00
472.10107,2012-06-11 10:00:00
752.75,2012-06-11 10:15:00
888.5616,2012-06-11 10:30:00
1130.5017,2012-06-11 10:45:00
1112.335,2012-06-11 11:00:00
1065.1833,2012-06-11 11:15:00
590.3237,2012-06-11 11:30:00
193.44464,2012-06-11 11:45:00
281.71054,2012-06-11 12:00:00
745.3511,2012-06-11 12:15:00
455.55176,2012-06-11 12:30:00
682.88983,2012-06-11 12:45:00
712.3934,2012-06-11 13:00:00
633.30286,2012-06-11 13:15:00
680.1437,2012-06-11 13:30:00
894.59973,2012-06-11 13:45:00
1274.1041,2012-06-11 14:00:00
1057.6332,2012-06-11 14:15:00
987.9313,2012-06-11 14:30:00
406.5533,2012-06-11 14:45:00
181.90282,2012-06-11 15:00:00
273.34674,2012-06-11 15:15:00
627.1638,2012-06-11 15:30:00
706.6394,2012-06-11 15:45:00
1388.144,2012-06-11 16:00:00
1212.276,2012-06-11 16:15:00
1130.5688,2012-06-11 16:30:00
1586.1921,2012-06-11 16:45:00
1102.0696,2012-06-11 17:00:00
1264.1337,2012-06-11 17:15:00
1200.0339,2012-06-11 17:30:00
569.41565,2012-06-11 17:45:00
1179.391,2012-06-11 18:00:00
858.5641,2012-06-11 18:15:00
777.5574,2012-06-11 18:30:00
970.2058,2012-06-11 18:45:00
828.3591,2012-06-11 19:00:00
717.25055,2012-06-11 19:15:00
82.92666,2012-06-11 19:30:00
809.5491,2012-06-11 19:45:00
796.48834,2012-06-11 20:00:00
1407.583,2012-06-11 20:15:00
930.4895,2012-06-11 20:30:00
789.7785,2012-06-11 20:45:00
1236.4373,2012-06-11 21:00:00
515.4547,2012-06-11 21:15:00
1461.6101,2012-06-11 21:30:00
674.0086,2012-06-11 21:45:00
631.1848,2012-06-11 22:00:00
739.2282,2012-06-11 22:15:00
662.27356,2012-06-11 22:30:00
1143.8607,2012-06-11 22:45:00
920.18634,2012-06-11 23:00:00
1321.5145,2012-06-11 23:15:00
819.4071,2012-06-11 23:30:00
205.75612,2012-06-11 23:45:00
301.07977,2012-06-18 00:00:00
915.9347,2012-06-18 00:15:00
744.86926,2012-06-18 00:30:00
905.6229,2012-06-18 00:45:00
1008.9557,2012-06-18 01:00:00
331.29694,2012-06-18 01:15:00
234.98563,2012-06-18 01:30:00
247.11223,2012-06-18 01:45:00
175.51675,2012-06-18 02:00:00
284.90317,2012-06-18 02:15:00
333.09003,2012-06-18 02:30:00
796.8793,2012-06-18 02:45:00
882.70276,2012-06-18 03:00:00
1551.9559,2012-06-18 03:15:00
517.69965,2012-06-18 03:30:00
773.70184,2012-06-18 03:45:00
882.05927,2012-06-18 04:00:00
144.25874,2012-06-18 04:15:00
514.10406,2012-06-18 04:30:00
537.2671,2012-06-18 04:45:00
1541.7435,2012-06-18 05:00:00
671.04224,2012-06-18 05:15:00
1417.5083,2012-06-18 05:30:00
765.91064,2012-06-18 05:45:00
907.5687,2012-06-18 06:00:00
627.5319,2012-06-18 06:15:00
854.17694,2012-06-18 06:30:00
138.45746,2012-06-18 06:45:00
1201.7051,2012-06-18 07:00:00
559.2666,2012-06-18 07:15:00
1549.2548,2012-06-18 07:30:00
999.7105,2012-06-18 07:45:00
1201.4858,2012-06-18 08:00:00
1101.9786,2012-06-18 08:15:00
537.5465,2012-06-18 08:30:00
604.43726,2012-06-18 08:45:00
237.9892,2012-06-18 09:00:00
741.50916,2012-06-18 09:15:00
662.01575,2012-06-18 09:30:00
382.79553,2012-06-18 09:45:00
719.96313,2012-06-18 10:00:00
851.7811,2012-06-18 10:15:00
708.053,2012-06-18 10:30:00
1023.11176,2012-06-18 10:45:00
1211.8473,2012-06-18 11:00:00
1201.4716,2012-06-18 11:15:00
742.1321,2012-06-18 11:30:00
617.3129,2012-06-18 11:45:00
643.864,2012-06-18 12:00:00
852.5911,2012-06-18 12:15:00
1212.2328,2012-06-18 12:30:00
916.5027,2012-06-18 12:45:00
1109.902,2012-06-18 13:00:00
888.53284,2012-06-18 13:15:00
918.0939,2012-06-18 13:30:00
706.5729,2012-06-18 13:45:00
783.3631,2012-06-18 14:00:00
826.15753,2012-06-18 14:15:00
743.1935,2012-06-18 14:30:00
676.2218,2012-06-18 14:45:00
704.85535,2012-06-18 15:00:00
731.37006,2012-06-18 15:15:00
1171.9631,2012-06-18 15:30:00
1462.2063,2012-06-18 15:45:00
1325.011,2012-06-18 16:00:00
834.73737,2012-06-18 16:15:00
765.33606,2012-06-18 16:30:00
1134.5157,2012-06-18 16:45:00
898.9723,2012-06-18 17:00:00
1020.4134,2012-06-18 17:15:00
829.0544,2012-06-18 17:30:00
808.08856,2012-06-18 17:45:00
756.2776,2012-06-18 18:00:00
753.3392,2012-06-18 18:15:00
1201.0092,2012-06-18 18:30:00
718.58673,2012-06-18 18:45:00
873.2869,2012-06-18 19:00:00
609.7527,2012-06-18 19:15:00
887.5825,2012-06-18 19:30:00
895.4557,2012-06-18 19:45:00
276.20844,2012-06-18 20:00:00
417.7758,2012-06-18 20:15:00
1136.2236,2012-06-18 20:30:00
454.2909,2012-06-18 20:45:00
1024.6532,2012-06-18 21:00:00
1540.6407,2012-06-18 21:15:00
985.7269,2012-06-18 21:30:00
1303.9374,2012-06-18 21:45:00
612.49146,2012-06-18 22:00:00
431.60452,2012-06-18 22:15:00
619.2109,2012-06-18 22:30:00
736.11237,2012-06-18 22:45:00
1010.9458,2012-06-18 23:00:00
965.8591,2012-06-18 23:15:00
659.0637,2012-06-18 23:30:00
737.4252,2012-06-18 23:45:00
645.3313,2012-06-25 00:00:00
572.6442,2012-06-25 00:15:00
1121.0243,2012-06-25 00:30:00
782.9392,2012-06-25 00:45:00
760.17926,2012-06-25 01:00:00
632.6697,2012-06-25 01:15:00
843.6094,2012-06-25 01:30:00
501.10474,2012-06-25 01:45:00
655.64044,2012-06-25 02:00:00
1472.7545,2012-06-25 02:15:00
822.96826,2012-06-25 02:30:00
1009.8222,2012-06-25 02:45:00
944.9076,2012-06-25 03:00:00
1040.461,2012-06-25 03:15:00
1268.0326,2012-06-25 03:30:00
1428.1865,2012-06-25 03:45:00
1383.6382,2012-06-25 04:00:00
1308.9047,2012-06-25 04:15:00
1255.8932,2012-06-25 04:30:00
1236.9583,2012-06-25 04:45:00
1256.2595,2012-06-25 05:00:00
1208.0973,2012-06-25 05:15:00
1136.0164,2012-06-25 05:30:00
1027.1718,2012-06-25 05:45:00
1351.2853,2012-06-25 06:00:00
1159.167,2012-06-25 06:15:00
828.64905,2012-06-25 06:30:00
1007.5973,2012-06-25 06:45:00
843.5962,2012-06-25 07:00:00
1294.5214,2012-06-25 07:15:00
476.69507,2012-06-25 07:30:00
578.8538,2012-06-25 07:45:00
1010.882,2012-06-25 08:00:00
397.46924,2012-06-25 08:15:00
836.6287,2012-06-25 08:30:00
673.3595,2012-06-25 08:45:00
